GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADQ001,AE6001,AE6002,AE6003,AEE001,AEF001,AEF002
"G3701890","1850","North Carolina","370","Watauga","1890","Watauga","47","1890",3400,3242,29,129,345717,19842,104684
"G3701910","1850","North Carolina","370","Wayne","1910","Wayne","47","1910",13486,7801,665,5020,1613294,51817,279751
"G3701930","1850","North Carolina","370","Wilkes","1930","Wilkes","47","1930",12099,10733,224,1142,799527,46282,244289
"G3701990","1850","North Carolina","370","Yancey","1990","Yancey","47","1990",8205,7809,50,346,596016,34397,269245
"G3900010","1850","Ohio","390","Adams","0010","Adams","24","10",18883,18828,55,0,2785628,117886,357988
"G3900030","1850","Ohio","390","Allen","0030","Allen","24","30",12109,12082,27,0,1637290,78748,245201
"G3900050","1850","Ohio","390","Ashland","0050","Ashland","24","50",23813,23810,3,0,5167959,176432,888687
"G3900070","1850","Ohio","390","Ashtabula","0070","Ashtabula","24","70",28767,28724,43,0,5107073,172539,880730
"G3900090","1850","Ohio","390","Athens","0090","Athens","24","90",18215,18109,106,0,2125967,92283,314894
"G3900110","1850","Ohio","390","Auglaize","0110","Auglaize","24","110",11338,11251,87,0,1328642,91538,244696
"G3900130","1850","Ohio","390","Belmont","0130","Belmont","24","130",34600,33822,778,0,7218850,240731,805948
"G3900150","1850","Ohio","390","Brown","0150","Brown","24","150",27332,26469,863,0,5173426,180713,504170
"G3900170","1850","Ohio","390","Butler","0170","Butler","24","170",30789,30422,367,0,10604930,301320,753914
"G3900190","1850","Ohio","390","Carroll","0190","Carroll","24","190",17685,17633,52,0,3925100,168797,519322
"G3900210","1850","Ohio","390","Champaign","0210","Champaign","24","210",19782,19288,494,0,5236637,178922,654831
"G3900230","1850","Ohio","390","Clark","0230","Clark","24","230",22178,21855,323,0,5985379,143673,629176
"G3900250","1850","Ohio","390","Clermont","0250","Clermont","24","250",30455,30043,412,0,5551673,210482,514368
"G3900270","1850","Ohio","390","Clinton","0270","Clinton","24","270",18838,18240,598,0,4610822,153952,573433
"G3900290","1850","Ohio","390","Columbiana","0290","Columbiana","24","290",33621,33439,182,0,6245746,175752,685256
"G3900310","1850","Ohio","390","Coshocton","0310","Coshocton","24","310",25674,25630,44,0,5032658,209017,740952
"G3900330","1850","Ohio","390","Crawford","0330","Crawford","24","330",18177,18167,10,0,2361560,200916,353640
"G3900350","1850","Ohio","390","Cuyahoga","0350","Cuyahoga","24","350",48099,47740,359,0,5034296,181701,601102
"G3900370","1850","Ohio","390","Darke","0370","Darke","24","370",20276,20028,248,0,3560998,183796,439833
"G3900390","1850","Ohio","390","Defiance","0390","Defiance","24","390",6966,6947,19,0,488101,26387,64980
"G3900410","1850","Ohio","390","Delaware","0410","Delaware","24","410",21817,21682,135,0,3510325,142167,523858
"G3900430","1850","Ohio","390","Erie","0430","Erie","24","430",18568,18366,202,0,3036845,95786,387209
"G3900450","1850","Ohio","390","Fairfield","0450","Fairfield","24","450",30264,29984,280,0,6815230,236200,753639
"G3900470","1850","Ohio","390","Fayette","0470","Fayette","24","470",12726,12435,291,0,3581649,89725,632702
"G3900490","1850","Ohio","390","Franklin","0490","Franklin","24","490",42909,41302,1607,0,6312059,245052,785737
"G3900510","1850","Ohio","390","Fulton","0510","Fulton","24","510",7781,7780,1,0,1084945,58375,170460
"G3900530","1850","Ohio","390","Gallia","0530","Gallia","24","530",17063,15865,1198,0,1886360,75797,245422
"G3900550","1850","Ohio","390","Geauga","0550","Geauga","24","550",17827,17820,7,0,3345383,103681,555912
"G3900570","1850","Ohio","390","Greene","0570","Greene","24","570",21946,21292,654,0,6055691,192902,655884
"G3900590","1850","Ohio","390","Guernsey","0590","Guernsey","24","590",30438,30270,168,0,4529930,191618,660821
"G3900610","1850","Ohio","390","Hamilton","0610","Hamilton","24","610",156844,153244,3600,0,17449236,245093,623517
"G3900630","1850","Ohio","390","Hancock","0630","Hancock","24","630",16751,16725,26,0,2430290,89892,335005
"G3900650","1850","Ohio","390","Hardin","0650","Hardin","24","650",8251,8237,14,0,1059330,82920,185083
"G3900670","1850","Ohio","390","Harrison","0670","Harrison","24","670",20157,19870,287,0,4800223,137397,582007
"G3900690","1850","Ohio","390","Henry","0690","Henry","24","690",3434,3434,0,0,389981,17217,62375
"G3900710","1850","Ohio","390","Highland","0710","Highland","24","710",25781,24885,896,0,5708745,253214,689169
"G3900730","1850","Ohio","390","Hocking","0730","Hocking","24","730",14119,14002,117,0,1326210,72619,221813
"G3900750","1850","Ohio","390","Holmes","0750","Holmes","24","750",20452,20447,5,0,4200030,180989,513314
"G3900770","1850","Ohio","390","Huron","0770","Huron","24","770",26203,26164,39,0,5349333,218769,739802
"G3900790","1850","Ohio","390","Jackson","0790","Jackson","24","790",12719,12328,391,0,1411685,58761,256798
"G3900810","1850","Ohio","390","Jefferson","0810","Jefferson","24","810",29133,28468,665,0,7164387,227543,707785
"G3900830","1850","Ohio","390","Knox","0830","Knox","24","830",28872,28810,62,0,5608161,182581,664905
"G3900850","1850","Ohio","390","Lake","0850","Lake","24","850",14654,14616,38,0,3084869,194862,457047
"G3900870","1850","Ohio","390","Lawrence","0870","Lawrence","24","870",15246,14920,326,0,507755,17088,51705
"G3900890","1850","Ohio","390","Licking","0890","Licking","24","890",38846,38718,128,0,7681286,336536,975557
"G3900910","1850","Ohio","390","Logan","0910","Logan","24","910",19162,18626,536,0,3453100,135925,460159
"G3900930","1850","Ohio","390","Lorain","0930","Lorain","24","930",26086,25822,264,0,4155317,139915,660137
"G3900950","1850","Ohio","390","Lucas","0950","Lucas","24","950",12363,12224,139,0,993141,45297,141280
"G3900970","1850","Ohio","390","Madison","0970","Madison","24","970",10015,9937,78,0,3680613,70204,698125
"G3900990","1850","Ohio","390","Mahoning","0990","Mahoning","24","990",23735,23645,90,0,5548999,223162,719516
"G3901010","1850","Ohio","390","Marion","1010","Marion","24","1010",12618,12597,21,0,2206424,83702,457787
"G3901030","1850","Ohio","390","Medina","1030","Medina","24","1030",24441,24406,35,0,4732650,210575,762758
"G3901050","1850","Ohio","390","Meigs","1050","Meigs","24","1050",17971,17919,52,0,1646218,70502,301494
"G3901070","1850","Ohio","390","Mercer","1070","Mercer","24","1070",7712,7313,399,0,668556,51483,126490
"G3901090","1850","Ohio","390","Miami","1090","Miami","24","1090",24999,24397,602,0,5320430,197589,485306
"G3901110","1850","Ohio","390","Monroe","1110","Monroe","24","1110",28351,28282,69,0,2975759,125756,487592
"G3901130","1850","Ohio","390","Montgomery","1130","Montgomery","24","1130",38218,37969,249,0,7752152,205304,524404
"G3901150","1850","Ohio","390","Morgan","1150","Morgan","24","1150",28585,28495,90,0,4242519,174817,534352
"G3901170","1850","Ohio","390","Morrow","1170","Morrow","24","1170",20280,20262,18,0,2900082,103259,428339
"G3901190","1850","Ohio","390","Muskingum","1190","Muskingum","24","1190",45049,44418,631,0,8052686,250950,846725
"G3901230","1850","Ohio","390","Ottawa","1230","Ottawa","24","1230",3308,3307,1,0,314435,16905,63619
"G3901250","1850","Ohio","390","Paulding","1250","Paulding","24","1250",1766,1765,1,0,126606,5534,18418
"G3901270","1850","Ohio","390","Perry","1270","Perry","24","1270",20775,20746,29,0,3185109,99674,382105
"G3901290","1850","Ohio","390","Pickaway","1290","Pickaway","24","1290",21006,20594,412,0,6146726,173232,953345
"G3901310","1850","Ohio","390","Pike","1310","Pike","24","1310",10953,10335,618,0,1699333,61051,219969
"G3901330","1850","Ohio","390","Portage","1330","Portage","24","1330",24419,24361,58,0,5428401,204228,834964
"G3901350","1850","Ohio","390","Preble","1350","Preble","24","1350",21736,21659,77,0,6000071,213261,582830
"G3901370","1850","Ohio","390","Putnam","1370","Putnam","24","1370",7221,7210,11,0,772745,40096,114690
"G3901390","1850","Ohio","390","Richland","1390","Richland","24","1390",30879,30812,67,0,6299219,193981,693533
"G3901410","1850","Ohio","390","Ross","1410","Ross","24","1410",32074,30168,1906,0,7022203,163806,805862
"G3901430","1850","Ohio","390","Sandusky","1430","Sandusky","24","1430",14305,14258,47,0,2308341,104045,324694
"G3901450","1850","Ohio","390","Scioto","1450","Scioto","24","1450",18428,18217,211,0,2239139,99370,245986
"G3901470","1850","Ohio","390","Seneca","1470","Seneca","24","1470",27104,26953,151,0,5710509,262398,694868
"G3901490","1850","Ohio","390","Shelby","1490","Shelby","24","1490",13958,13551,407,0,2036190,117229,294968
"G3901510","1850","Ohio","390","Stark","1510","Stark","24","1510",39878,39719,159,0,8534064,282506,824591
"G3901530","1850","Ohio","390","Summit","1530","Summit","24","1530",27485,27364,121,0,5653257,241763,725321
"G3901550","1850","Ohio","390","Trumbull","1550","Trumbull","24","1550",30490,30425,65,0,6829978,192730,1610598
"G3901570","1850","Ohio","390","Tuscarawas","1570","Tuscarawas","24","1570",31761,31672,89,0,4410495,165980,583155
"G3901590","1850","Ohio","390","Union","1590","Union","24","1590",12204,12076,128,0,2000887,95881,397472
"G3901610","1850","Ohio","390","Van Wert","1610","Van Wert","24","1610",4793,4746,47,0,348245,16363,63015
"G3901630","1850","Ohio","390","Vinton","1630","Vinton","24","1630",9353,9246,107,0,1159720,41008,201394
"G3901650","1850","Ohio","390","Warren","1650","Warren","24","1650",25560,24958,602,0,8708622,289186,716553
"G3901670","1850","Ohio","390","Washington","1670","Washington","24","1670",29540,29150,390,0,2810381,132078,354995
"G3901690","1850","Ohio","390","Wayne","1690","Wayne","24","1690",32981,32953,28,0,9442016,289177,929695
"G3901710","1850","Ohio","390","Williams","1710","Williams","24","1710",8018,8018,0,0,862822,45361,130906
"G3901730","1850","Ohio","390","Wood","1730","Wood","24","1730",9157,9139,18,0,976895,55582,168012
"G3901750","1850","Ohio","390","Wyandot","1750","Wyandot","24","1750",11194,11145,49,0,1890878,27351,341072
"G4130015","1850","Oregon Territory","413","Benton","0015","Benton","72","30",814,810,4,0,74545,16565,195391
"G4130035","1850","Oregon Territory","413","Clackamas","0035","Clackamas","72","50",1859,1836,23,0,841750,24475,177484
"G4130055","1850","Oregon Territory","413","Clark","0055","Clark","72","2110",643,592,51,0,208700,6780,75700
"G4130075","1850","Oregon Territory","413","Clatsop","0075","Clatsop","72","70",462,458,4,0,175400,20,34997
"G4130095","1850","Oregon Territory","413","Lewis","0095","Lewis","72","2410",558,457,101,0,274400,12885,118342
"G4130115","1850","Oregon Territory","413","Linn","0115","Linn","72","430",994,994,0,0,108425,15445,164999
"G4130135","1850","Oregon Territory","413","Marion","0135","Marion","72","470",2749,2740,9,0,835750,48834,371811
"G4130155","1850","Oregon Territory","413","Polk","0155","Polk","72","530",1051,1046,5,0,63130,18340,195885
"G4130175","1850","Oregon Territory","413","Washington","0175","Washington","72","670",2652,2643,9,0,159160,17620,254365
"G4130195","1850","Oregon Territory","413","Yamhill","0195","Yamhill","72","710",1512,1511,1,0,107910,22459,287215
"G4200010","1850","Pennsylvania","420","Adams","0010","Adams","14","10",25981,25426,555,0,6390056,228755,559996
"G4200030","1850","Pennsylvania","420","Allegheny","0030","Allegheny","14","30",138290,134859,3431,0,17952830,356538,1046543
"G4200050","1850","Pennsylvania","420","Armstrong","0050","Armstrong","14","50",29560,29431,129,0,3663903,168527,610949
"G4200070","1850","Pennsylvania","420","Beaver","0070","Beaver","14","70",26689,26444,245,0,5331172,177359,540145
"G4200090","1850","Pennsylvania","420","Bedford","0090","Bedford","14","90",23052,22637,415,0,3962047,168220,515537
"G4200110","1850","Pennsylvania","420","Berks","0110","Berks","14","110",77129,76579,550,0,21429502,733998,1611327
"G4200130","1850","Pennsylvania","420","Blair","0130","Blair","14","130",21777,21517,260,0,3869205,120778,348644
"G4200150","1850","Pennsylvania","420","Bradford","0150","Bradford","14","150",42831,42634,197,0,8293689,392220,1369699
"G4200170","1850","Pennsylvania","420","Bucks","0170","Bucks","14","170",56091,54369,1722,0,18555584,858402,1644793
"G4200190","1850","Pennsylvania","420","Butler","0190","Butler","14","190",30346,30262,84,0,5012491,302266,804392
"G4200210","1850","Pennsylvania","420","Cambria","0210","Cambria","14","210",17773,17645,128,0,1352343,76736,270693
"G4200250","1850","Pennsylvania","420","Carbon","0250","Carbon","14","250",15686,15656,30,0,488200,28951,63717
"G4200270","1850","Pennsylvania","420","Centre","0270","Centre","14","270",23355,23112,243,0,5024563,165174,588955
"G4200290","1850","Pennsylvania","420","Chester","0290","Chester","14","290",66438,61215,5223,0,25425956,809363,2543694
"G4200310","1850","Pennsylvania","420","Clarion","0310","Clarion","14","310",23565,23448,117,0,2779989,160202,402946
"G4200330","1850","Pennsylvania","420","Clearfield","0330","Clearfield","14","330",12586,12482,104,0,1718869,94289,277637
"G4200350","1850","Pennsylvania","420","Clinton","0350","Clinton","14","350",11207,11055,152,0,2028610,73555,201530
"G4200370","1850","Pennsylvania","420","Columbia","0370","Columbia","14","370",17710,17607,103,0,3254346,75416,364982
"G4200390","1850","Pennsylvania","420","Crawford","0390","Crawford","14","390",37849,37750,99,0,5058629,269461,1167413
"G4200410","1850","Pennsylvania","420","Cumberland","0410","Cumberland","14","410",34327,33370,957,0,8748134,302976,721813
"G4200430","1850","Pennsylvania","420","Dauphin","0430","Dauphin","14","430",35754,34476,1278,0,7175872,215341,557140
"G4200450","1850","Pennsylvania","420","Delaware","0450","Delaware","14","450",24679,23122,1557,0,8873456,193626,763430
"G4200470","1850","Pennsylvania","420","Elk","0470","Elk","14","470",3531,3529,2,0,286772,14091,50036
"G4200490","1850","Pennsylvania","420","Erie","0490","Erie","14","490",38742,38593,149,0,5782858,294726,1070519
"G4200510","1850","Pennsylvania","420","Fayette","0510","Fayette","14","510",39112,37443,1669,0,7369275,249644,782299
"G4200550","1850","Pennsylvania","420","Franklin","0550","Franklin","14","550",39904,37956,1948,0,11911072,355940,888580
"G4200570","1850","Pennsylvania","420","Fulton","0570","Fulton","14","570",7567,7474,93,0,1145960,46725,147570
"G4200590","1850","Pennsylvania","420","Greene","0590","Greene","14","590",22136,21660,476,0,4447781,125932,599546
"G4200610","1850","Pennsylvania","420","Huntingdon","0610","Huntingdon","14","610",24786,24451,335,0,5147005,166849,531228
"G4200630","1850","Pennsylvania","420","Indiana","0630","Indiana","14","630",27170,26916,254,0,3118954,195698,704212
"G4200650","1850","Pennsylvania","420","Jefferson","0650","Jefferson","14","650",13518,13424,94,0,1307096,83785,251881
"G4200670","1850","Pennsylvania","420","Juniata","0670","Juniata","14","670",13029,12898,131,0,2617450,89820,284806
"G4200710","1850","Pennsylvania","420","Lancaster","0710","Lancaster","14","710",98944,95330,3614,0,35454432,939246,2340587
"G4200730","1850","Pennsylvania","420","Lawrence","0730","Lawrence","14","730",21079,20947,132,0,3942890,150665,508060
"G4200750","1850","Pennsylvania","420","Lebanon","0750","Lebanon","14","750",26071,25985,86,0,7085000,198415,490452
"G4200770","1850","Pennsylvania","420","Lehigh","0770","Lehigh","14","770",32479,32431,48,0,9913608,404648,725382
"G4200790","1850","Pennsylvania","420","Luzerne","0790","Luzerne","14","790",56072,55699,373,0,6100255,236103,654805
"G4200810","1850","Pennsylvania","420","Lycoming","0810","Lycoming","14","810",26257,25890,367,0,4110234,164611,429332
"G4200830","1850","Pennsylvania","420","McKean","0830","Mckean","14","830",5254,5218,36,0,276820,17852,65547
